Date,DefiVolume
21/11/2022,53193089238
22/11/2022,52542321790
23/11/2022,52665312723
24/11/2022,53705241322
25/11/2022,53612376844
26/11/2022,53600596507
27/11/2022,54069178313
28/11/2022,53775301434
29/11/2022,52799507518
30/11/2022,54331243380
01/12/2022,55030980977
02/12/2022,54807762531
03/12/2022,54423437564
04/12/2022,54141274219
05/12/2022,55054089006
06/12/2022,54417552443
07/12/2022,54730003202
08/12/2022,54540422979
09/12/2022,54850559887
10/12/2022,54648737328
11/12/2022,55003720363
12/12/2022,54497639877
13/12/2022,54225813937
14/12/2022,54500560472
15/12/2022,54211370668
16/12/2022,53086094762
17/12/2022,50610332973
18/12/2022,50774400003
19/12/2022,51004329520
20/12/2022,46388707241
21/12/2022,47229729420
22/12/2022,51013041597
23/12/2022,50914535567
24/12/2022,50791565500
25/12/2022,50828408807
26/12/2022,50485716812
27/12/2022,50679467564
28/12/2022,50617647576
29/12/2022,49969286356
30/12/2022,49678483282
31/12/2022,49559471237
01/01/2023,49070202014
02/01/2023,49305611529
03/01/2023,49628522141
04/01/2023,49606699065
05/01/2023,50536269760
06/01/2023,50468426587
07/01/2023,50821719683
08/01/2023,51004430147
09/01/2023,51913047172
10/01/2023,52551230130
11/01/2023,52661004573
12/01/2023,53940429676
13/01/2023,54432817399
14/01/2023,57103189107
15/01/2023,57026145307
16/01/2023,57958181132
17/01/2023,58136158997
18/01/2023,58426648072
19/01/2023,56956779204
20/01/2023,58043479202
21/01/2023,60617125372
22/01/2023,60466633060
23/01/2023,60527556561
24/01/2023,60849691940
25/01/2023,59702873479
26/01/2023,61523661417
27/01/2023,61045113053
28/01/2023,61808979499
29/01/2023,61541412093
30/01/2023,62927675916
31/01/2023,60808794237
01/02/2023,61495522987
02/02/2023,64225209719
03/02/2023,63707680017
04/02/2023,64780809539
05/02/2023,64829893867
06/02/2023,64089288167
07/02/2023,64158955695
08/02/2023,66141897782
09/02/2023,65907070374
10/02/2023,62458301882
11/02/2023,62281014217
12/02/2023,63136725476
13/02/2023,62303160959
14/02/2023,62083937809
15/02/2023,63229734984
16/02/2023,66894973036
17/02/2023,65465914171
18/02/2023,67404456459
19/02/2023,67912234012
20/02/2023,67736147902
21/02/2023,69286364391
22/02/2023,67385503763
23/02/2023,67415305969
24/02/2023,67410441394
25/02/2023,65891902094
26/02/2023,65527136143
27/02/2023,66763038621
28/02/2023,67052540995
01/03/2023,66907582990
02/03/2023,68722390460
03/03/2023,67796231027
04/03/2023,65480164133
05/03/2023,64959836510
06/03/2023,65414757930
07/03/2023,65620384265
08/03/2023,65086892301
09/03/2023,63307501124
10/03/2023,60293300543
11/03/2023,59828809140
12/03/2023,57752613070
13/03/2023,63513688594
14/03/2023,64769267020
15/03/2023,65144819509
16/03/2023,63433009749
17/03/2023,64795625551
18/03/2023,67656451643
19/03/2023,67028910333
20/03/2023,67327142382
21/03/2023,67370812977
22/03/2023,68964326103
23/03/2023,69202991562
24/03/2023,69366933087
25/03/2023,66668963628
26/03/2023,65610035528
27/03/2023,66508835654
28/03/2023,65481094107
29/03/2023,65593744959
30/03/2023,67013303695
31/03/2023,67502066127
01/04/2023,67335983077
02/04/2023,67074089697
03/04/2023,66764833837
04/04/2023,66169701642
05/04/2023,67925612550
06/04/2023,68292270223
07/04/2023,67077621453
08/04/2023,66954154315
09/04/2023,66917829768
10/04/2023,67480838304
11/04/2023,68696607839
12/04/2023,68108917057
13/04/2023,68144467756
14/04/2023,71286844614
15/04/2023,71179409085
16/04/2023,71612596023
17/04/2023,71037775674
18/04/2023,70188642542
19/04/2023,70821083462
20/04/2023,67977451645
21/04/2023,66792730520
22/04/2023,64356482060
23/04/2023,65074781265
24/04/2023,64906049147
25/04/2023,63655836803
26/04/2023,65163617107
27/04/2023,65927804975
28/04/2023,65366498095
29/04/2023,64722964139
30/04/2023,64996646725
01/05/2023,64741643006
02/05/2023,63290533967
03/05/2023,63927609246
04/05/2023,65181615234
05/05/2023,65280910882
06/05/2023,67099926391
07/05/2023,65083593195
08/05/2023,64783332301
09/05/2023,62848497947
10/05/2023,63027475703
11/05/2023,63807055456
12/05/2023,60567096589
13/05/2023,59934988732
14/05/2023,59992707308
15/05/2023,59770012394
16/05/2023,60793650036
17/05/2023,60754097475
18/05/2023,60511574771
19/05/2023,60277116989
20/05/2023,60602818486
21/05/2023,61323300509
22/05/2023,60087949843
23/05/2023,60163594198
24/05/2023,60676181761
25/05/2023,57659915096
26/05/2023,58294709476
27/05/2023,58422804468
28/05/2023,58727267209
29/05/2023,60789228992
30/05/2023,60309103189
31/05/2023,60395327604
01/06/2023,58962229386
02/06/2023,59154891529
03/06/2023,59967611189
04/06/2023,59578584767
05/06/2023,59452273087
06/06/2023,57142468342
07/06/2023,58547089276
08/06/2023,57381483280
09/06/2023,57355107877
10/06/2023,56599345737
11/06/2023,49783363774
12/06/2023,54361646806
13/06/2023,53862038379
14/06/2023,54155909807
15/06/2023,52484947397
16/06/2023,52522733507
17/06/2023,53661429509
18/06/2023,53924328656
19/06/2023,53934517064
20/06/2023,54226848792
21/06/2023,55756136980
22/06/2023,57621607832
23/06/2023,56954976021
24/06/2023,57315877395
25/06/2023,57055120033
26/06/2023,57585783710
27/06/2023,56828910663
28/06/2023,57254098228
29/06/2023,56167042416
30/06/2023,56775333725
01/07/2023,58286387863
02/07/2023,58221030125
03/07/2023,58248448319
04/07/2023,58809765143
05/07/2023,58487590623
06/07/2023,57749861973
07/07/2023,56634953964
08/07/2023,57225114923
09/07/2023,57347078451
10/07/2023,57128225493
11/07/2023,57549895366
12/07/2023,57724835097
13/07/2023,57531266547
14/07/2023,60009173255
15/07/2023,58656757486
16/07/2023,58728392448
17/07/2023,58280004484
18/07/2023,57939257311
19/07/2023,57395121402
20/07/2023,57063068749
21/07/2023,57269335055
22/07/2023,57222701862
23/07/2023,56572999226
24/07/2023,56997090864
25/07/2023,55984094164
26/07/2023,55821916174
27/07/2023,56114529937
28/07/2023,56163720327
29/07/2023,56582127286
30/07/2023,56955595534
31/07/2023,54487391525
01/08/2023,53462789606
02/08/2023,52945400733
03/08/2023,52095398483
04/08/2023,52609161984
05/08/2023,52537627136
06/08/2023,52642275920
07/08/2023,52904822504
08/08/2023,53589127285
09/08/2023,54138881050
10/08/2023,54166905269
11/08/2023,54483593537
12/08/2023,54709791761
13/08/2023,54643387539
14/08/2023,54511984773
15/08/2023,54618178356
16/08/2023,53888625839
17/08/2023,52659020409
18/08/2023,50500162453
19/08/2023,49953991877
20/08/2023,47930621762
21/08/2023,47699444853
22/08/2023,47344896381
23/08/2023,48958856659
24/08/2023,49824459410
25/08/2023,49519378477
26/08/2023,49184217700
27/08/2023,49022420658
28/08/2023,49459989691
29/08/2023,49638453116
30/08/2023,51000290235
31/08/2023,50437641969
01/09/2023,49264100200
02/09/2023,48793813638
03/09/2023,49068313216
04/09/2023,48920487256
05/09/2023,48965307564
06/09/2023,48933905256
07/09/2023,48942275060
08/09/2023,49625617416
09/09/2023,49024409645
10/09/2023,48910219954
11/09/2023,48515510548
12/09/2023,47030221127
13/09/2023,47930896212
14/09/2023,48569077711
15/09/2023,48747682893
16/09/2023,50026215660
17/09/2023,49498130911
18/09/2023,49779216240
19/09/2023,49838199154
20/09/2023,50210087868
21/09/2023,49697212705
22/09/2023,48845181177
23/09/2023,49055359116
24/09/2023,49169548874
25/09/2023,48762422985
26/09/2023,49025673393
27/09/2023,48410263256
28/09/2023,48597173709
29/09/2023,49684063689
30/09/2023,49883792852
01/10/2023,49804225397
02/10/2023,50972530362
03/10/2023,49929312824
04/10/2023,49315070009
05/10/2023,49833882505
06/10/2023,49240780861
07/10/2023,49371550693
08/10/2023,49510306175
09/10/2023,49120484692
10/10/2023,48379009798
11/10/2023,47673152281
12/10/2023,47626632753
13/10/2023,45357525778
14/10/2023,47140205624
15/10/2023,46815826269
16/10/2023,47547883796
17/10/2023,47893577170
18/10/2023,47096710535
19/10/2023,47214661566
20/10/2023,47084753536
21/10/2023,47955919224
22/10/2023,49069420125
23/10/2023,50376810124
24/10/2023,52643683409
25/10/2023,52575573076
26/10/2023,53747974235
27/10/2023,52923248048
28/10/2023,52369122091
29/10/2023,53385071117
30/10/2023,54005475612
31/10/2023,55118230246
01/11/2023,54137455943
02/11/2023,55516342850
03/11/2023,55055933550
04/11/2023,56146764168
05/11/2023,56856294072
06/11/2023,56661616339
07/11/2023,56208974731
08/11/2023,57123330715
09/11/2023,56333243510
10/11/2023,60294761331
11/11/2023,58872784153
12/11/2023,59018560566
13/11/2023,59987424243
14/11/2023,59003748970
15/11/2023,59254705526
16/11/2023,61122946762
17/11/2023,58821219838
18/11/2023,59110965591
19/11/2023,59156061386
20/11/2023,60756204249
21/11/2023,61062374490
22/11/2023,58315352129
23/11/2023,61631682046
24/11/2023,57930854971
25/11/2023,61532981944
26/11/2023,61968006165
27/11/2023,61205739720
28/11/2023,60436795331
29/11/2023,61409867605
30/11/2023,61286906404
01/12/2023,61788756152
02/12/2023,61974874478
03/12/2023,63713810730
04/12/2023,64902558953
05/12/2023,65473336187
06/12/2023,67353995762
07/12/2023,66179770049
08/12/2023,67930653835
09/12/2023,69211792500
10/12/2023,67107735038
11/12/2023,66833500556
12/12/2023,64970314530
13/12/2023,64718814778
14/12/2023,66264130982
15/12/2023,67727470125
16/12/2023,65874100684
17/12/2023,66250640636
18/12/2023,65249289798
19/12/2023,66546607219
20/12/2023,66066073729
21/12/2023,67441570253
22/12/2023,68617473361
23/12/2023,69774716412
24/12/2023,69958059194
25/12/2023,69512698110
26/12/2023,71166681131
27/12/2023,70576045556
28/12/2023,73427683948
29/12/2023,72444816366
30/12/2023,71033629851
31/12/2023,71068426191
01/01/2024,70964173974
02/01/2024,72982024135
03/01/2024,73384906372
04/01/2024,68121418624
05/01/2024,68616289732
06/01/2024,69921281510
07/01/2024,69151818410
08/01/2024,68993228683
09/01/2024,71671590087
10/01/2024,72555318111
11/01/2024,76884698879
12/01/2024,77522666239
13/01/2024,74683813208
14/01/2024,75891023311
15/01/2024,74604349367
16/01/2024,73326712035
17/01/2024,74684315849
18/01/2024,73643785375
19/01/2024,73762233299
20/01/2024,73893866405
21/01/2024,74188413641
22/01/2024,74103354163
23/01/2024,71394541557
24/01/2024,70422872572
25/01/2024,70813551849
26/01/2024,70488855823
27/01/2024,72645109344
28/01/2024,73007048220
29/01/2024,72899419826
30/01/2024,74507156675
31/01/2024,73979670762
01/02/2024,72923783584
02/02/2024,73953405856
03/02/2024,74435225128
04/02/2024,73610887404
05/02/2024,73459745925
06/02/2024,75279751318
07/02/2024,77219661998
08/02/2024,78883260075
09/02/2024,80325900675
10/02/2024,82684854910
11/02/2024,82761489702
12/02/2024,83304919574
13/02/2024,86541930624
14/02/2024,85697149868
15/02/2024,89516388809
16/02/2024,89491267549
17/02/2024,89079905352
18/02/2024,88884239951
19/02/2024,91106255338
20/02/2024,92326935009
21/02/2024,92659782358
22/02/2024,92287981776
23/02/2024,92507859088
24/02/2024,91078679006
25/02/2024,93534536456
26/02/2024,95566431277
27/02/2024,98252362322
28/02/2024,1.00272E+11
29/02/2024,1.04017E+11
01/03/2024,1.0319E+11
02/03/2024,1.04719E+11
03/03/2024,1.05086E+11
04/03/2024,1.06699E+11
05/03/2024,1.09441E+11
06/03/2024,1.06176E+11
07/03/2024,1.12669E+11
08/03/2024,1.14584E+11
09/03/2024,1.16491E+11
10/03/2024,1.17862E+11
11/03/2024,1.17561E+11
12/03/2024,1.22437E+11
13/03/2024,1.20874E+11
14/03/2024,1.22949E+11
15/03/2024,1.20527E+11
16/03/2024,1.17344E+11
17/03/2024,1.11357E+11
18/03/2024,1.1482E+11
19/03/2024,1.11492E+11
20/03/2024,1.0256E+11
21/03/2024,1.12883E+11
22/03/2024,1.08208E+11
23/03/2024,1.04525E+11
24/03/2024,1.05744E+11
25/03/2024,1.1224E+11
26/03/2024,1.1801E+11
27/03/2024,1.18105E+11
28/03/2024,1.16154E+11
29/03/2024,1.18377E+11
30/03/2024,1.17843E+11
31/03/2024,1.18071E+11
01/04/2024,1.20966E+11
02/04/2024,1.17942E+11
03/04/2024,1.12307E+11
04/04/2024,1.1324E+11
05/04/2024,1.14246E+11
06/04/2024,1.1394E+11
07/04/2024,1.15087E+11
08/04/2024,1.16965E+11
09/04/2024,1.23027E+11
10/04/2024,1.18496E+11
11/04/2024,1.19453E+11
12/04/2024,1.19621E+11
13/04/2024,1.09822E+11
14/04/2024,1.0097E+11
15/04/2024,1.06854E+11
16/04/2024,1.08186E+11
17/04/2024,1.05325E+11
18/04/2024,1.02841E+11
19/04/2024,1.05221E+11
20/04/2024,1.06291E+11
21/04/2024,1.09234E+11
22/04/2024,1.095E+11
23/04/2024,1.11486E+11
24/04/2024,1.12047E+11
25/04/2024,1.09568E+11
26/04/2024,1.10144E+11
27/04/2024,1.08721E+11
28/04/2024,1.08399E+11
29/04/2024,1.10745E+11
30/04/2024,1.07896E+11
01/05/2024,1.02529E+11
02/05/2024,1.02431E+11
03/05/2024,1.0418E+11
04/05/2024,1.08408E+11
05/05/2024,1.09394E+11
06/05/2024,1.10327E+11
07/05/2024,1.08872E+11
08/05/2024,1.07536E+11
09/05/2024,1.05595E+11
10/05/2024,1.07174E+11
11/05/2024,1.05697E+11
12/05/2024,1.059E+11
13/05/2024,1.06428E+11
14/05/2024,1.06864E+11
15/05/2024,1.04962E+11
16/05/2024,1.09759E+11
17/05/2024,1.08472E+11
18/05/2024,1.12054E+11
19/05/2024,1.12708E+11
20/05/2024,1.11582E+11
21/05/2024,1.23517E+11
22/05/2024,1.2588E+11
23/05/2024,1.25887E+11
24/05/2024,1.25148E+11
25/05/2024,1.24703E+11
26/05/2024,1.25461E+11
27/05/2024,1.28001E+11
28/05/2024,1.27193E+11
29/05/2024,1.26172E+11
30/05/2024,1.25194E+11
31/05/2024,1.2486E+11
01/06/2024,1.22901E+11
02/06/2024,1.23197E+11
03/06/2024,1.25873E+11
04/06/2024,1.26301E+11
05/06/2024,1.28484E+11
06/06/2024,1.30164E+11
07/06/2024,1.29349E+11
08/06/2024,1.25866E+11
09/06/2024,1.2504E+11
10/06/2024,1.25753E+11
11/06/2024,1.24326E+11
12/06/2024,1.19947E+11
13/06/2024,1.22522E+11
14/06/2024,1.16943E+11
15/06/2024,1.1589E+11
16/06/2024,1.20949E+11
17/06/2024,1.22176E+11
18/06/2024,1.19169E+11
19/06/2024,1.17474E+11
20/06/2024,1.18876E+11
21/06/2024,1.13713E+11
22/06/2024,1.17168E+11
23/06/2024,1.1697E+11
24/06/2024,1.1067E+11
25/06/2024,1.12343E+11
26/06/2024,1.14563E+11
27/06/2024,1.13697E+11
28/06/2024,1.16042E+11
29/06/2024,1.13991E+11
30/06/2024,1.14343E+11
01/07/2024,1.16427E+11
02/07/2024,1.17314E+11
03/07/2024,1.16274E+11
04/07/2024,1.1335E+11
05/07/2024,1.08275E+11
06/07/2024,1.05438E+11
07/07/2024,1.0723E+11
08/07/2024,1.04024E+11
09/07/2024,1.06475E+11
10/07/2024,1.07662E+11
11/07/2024,1.08569E+11
12/07/2024,1.08999E+11
13/07/2024,1.09532E+11
14/07/2024,1.11098E+11
15/07/2024,1.14199E+11
16/07/2024,1.18281E+11
17/07/2024,1.19004E+11
18/07/2024,1.18243E+11
19/07/2024,1.18209E+11
20/07/2024,1.18558E+11
21/07/2024,1.21774E+11
22/07/2024,1.2298E+11
23/07/2024,1.21716E+11
24/07/2024,1.21647E+11
25/07/2024,1.18206E+11
26/07/2024,1.16115E+11
27/07/2024,1.1921E+11
28/07/2024,1.19608E+11
29/07/2024,1.1956E+11
30/07/2024,1.20684E+11
31/07/2024,1.19128E+11
01/08/2024,1.17255E+11
02/08/2024,1.15953E+11
03/08/2024,1.10549E+11
04/08/2024,1.07562E+11
05/08/2024,1.00841E+11
06/08/2024,93863795598
07/08/2024,97087113442
08/08/2024,94182062377
09/08/2024,1.01352E+11
10/08/2024,1.01823E+11
11/08/2024,1.02294E+11
12/08/2024,99769209165
13/08/2024,1.02093E+11
14/08/2024,1.04015E+11
15/08/2024,1.02242E+11
16/08/2024,1.00742E+11
17/08/2024,1.01941E+11
18/08/2024,1.02294E+11
19/08/2024,1.0308E+11
20/08/2024,1.02882E+11
21/08/2024,1.02828E+11
22/08/2024,1.04763E+11
23/08/2024,1.04555E+11
24/08/2024,1.1017E+11
25/08/2024,1.09608E+11
26/08/2024,1.1036E+11
27/08/2024,1.0764E+11
28/08/2024,1.01406E+11
29/08/2024,1.01905E+11
30/08/2024,1.01865E+11
31/08/2024,1.00109E+11
01/09/2024,99828393063
02/09/2024,97657607218
03/09/2024,1.00263E+11
04/09/2024,99365352059
05/09/2024,1.0024E+11
06/09/2024,97965677861
07/09/2024,93598544545
08/09/2024,95123635841
09/09/2024,96354829976
10/09/2024,99123499280
11/09/2024,99291804612
12/09/2024,98992202970
13/09/2024,1.00005E+11
14/09/2024,1.03193E+11
15/09/2024,1.02432E+11
16/09/2024,1.00875E+11
17/09/2024,99128828465
18/09/2024,1.01302E+11
19/09/2024,1.01626E+11
20/09/2024,1.05211E+11
21/09/2024,1.07648E+11
22/09/2024,1.08526E+11
23/09/2024,1.07553E+11
24/09/2024,1.1041E+11
25/09/2024,1.1132E+11
26/09/2024,1.09514E+11
27/09/2024,1.11987E+11
28/09/2024,1.1368E+11
29/09/2024,1.12984E+11
30/09/2024,1.13117E+11
01/10/2024,1.11156E+11
02/10/2024,1.06765E+11
03/10/2024,1.0399E+11
04/10/2024,1.03525E+11
05/10/2024,1.06155E+11
06/10/2024,1.05723E+11
07/10/2024,1.05504E+11
08/10/2024,1.05555E+11
09/10/2024,1.04087E+11
10/10/2024,1.02735E+11
11/10/2024,1.02485E+11
12/10/2024,1.05684E+11
13/10/2024,1.06853E+11
14/10/2024,1.06349E+11
15/10/2024,1.10927E+11
16/10/2024,1.09812E+11
17/10/2024,1.09618E+11
18/10/2024,1.08943E+11
19/10/2024,1.10174E+11
20/10/2024,1.10632E+11
21/10/2024,1.13304E+11
22/10/2024,1.11352E+11
23/10/2024,1.12987E+11
24/10/2024,1.10212E+11
25/10/2024,1.11894E+11
26/10/2024,1.0879E+11
27/10/2024,1.08976E+11
28/10/2024,1.09425E+11
29/10/2024,1.11499E+11
30/10/2024,1.14285E+11
31/10/2024,1.14754E+11
01/11/2024,1.10656E+11
02/11/2024,1.10469E+11
03/11/2024,1.09491E+11
04/11/2024,1.08827E+11
05/11/2024,1.06463E+11
06/11/2024,1.08575E+11
07/11/2024,1.1589E+11
08/11/2024,1.22766E+11
09/11/2024,1.24352E+11
10/11/2024,1.24353E+11
11/11/2024,1.31521E+11
12/11/2024,1.36953E+11
13/11/2024,1.35984E+11
14/11/2024,1.34484E+11
15/11/2024,1.3249E+11
16/11/2024,1.35493E+11
17/11/2024,1.33808E+11
18/11/2024,1.35779E+11
19/11/2024,1.39578E+11
20/11/2024,1.37729E+11
21/11/2024,1.37498E+11
22/11/2024,1.45973E+11
23/11/2024,1.43112E+11
24/11/2024,1.45839E+11
25/11/2024,1.45288E+11
26/11/2024,1.47359E+11
27/11/2024,1.45541E+11
28/11/2024,1.56598E+11
29/11/2024,1.54896E+11
30/11/2024,1.57451E+11
01/12/2024,1.60587E+11
02/12/2024,1.61419E+11
03/12/2024,1.59743E+11
04/12/2024,1.68917E+11
05/12/2024,1.69309E+11
06/12/2024,1.68192E+11
07/12/2024,1.66352E+11
08/12/2024,1.75084E+11
09/12/2024,1.76084E+11
10/12/2024,1.63563E+11
11/12/2024,1.63423E+11
12/12/2024,1.71942E+11
13/12/2024,1.73738E+11
14/12/2024,1.74624E+11
15/12/2024,1.7377E+11
16/12/2024,1.77245E+11
17/12/2024,1.79707E+11
18/12/2024,1.76157E+11
19/12/2024,1.67668E+11
20/12/2024,1.59196E+11
21/12/2024,1.56991E+11
22/12/2024,1.55154E+11
23/12/2024,1.54075E+11
24/12/2024,1.59332E+11
25/12/2024,1.63122E+11
26/12/2024,1.62956E+11
27/12/2024,1.56902E+11
28/12/2024,1.56497E+11
29/12/2024,1.59478E+11
30/12/2024,1.57165E+11
31/12/2024,1.5613E+11
01/01/2025,1.55277E+11
02/01/2025,1.57574E+11
03/01/2025,1.608E+11
04/01/2025,1.66218E+11
05/01/2025,1.67792E+11
06/01/2025,1.6741E+11
07/01/2025,1.69346E+11
08/01/2025,1.58512E+11
09/01/2025,1.56212E+11
10/01/2025,1.52136E+11
11/01/2025,1.54889E+11
12/01/2025,1.55465E+11
13/01/2025,1.53952E+11
14/01/2025,1.50841E+11
15/01/2025,1.55197E+11
16/01/2025,1.62852E+11
17/01/2025,1.60135E+11
18/01/2025,1.6666E+11
19/01/2025,1.62207E+11
20/01/2025,1.58749E+11
21/01/2025,1.59769E+11
22/01/2025,1.63507E+11
23/01/2025,1.6155E+11
24/01/2025,1.62757E+11
25/01/2025,1.62316E+11
26/01/2025,1.6327E+11
27/01/2025,1.60512E+11
28/01/2025,1.5635E+11
29/01/2025,1.53135E+11
30/01/2025,1.55945E+11
31/01/2025,1.60217E+11
01/02/2025,1.59011E+11
02/02/2025,1.52865E+11
03/02/2025,1.41441E+11
04/02/2025,1.45077E+11
05/02/2025,1.40272E+11
06/02/2025,1.4094E+11
07/02/2025,1.39947E+11
